timestamp,output,input,relevant,string_output
438.4,10.08175008123673,"{'fysiologische_stressreactie': [90.80808080808082], 'BewegingSport': [7.222222222222223], 'Roken': [-3.069999999999993], 'Cafeïne': [-1], 'Temperatuurschommeling': [-0.5199999999999996]}",{39: array([0.77020202])},10.08175008123673
440.42,10.697177159591861,"{'fysiologische_stressreactie': [90.80808080808082], 'BewegingSport': [7.222222222222223], 'Roken': [-6.8700000000000045], 'Cafeïne': [1], 'Temperatuurschommeling': [0.9600000000000009]}","{25: array([0.00333333]), 39: array([0.77020202])}",10.697177159591861
442.44,11.956667992486395,"{'fysiologische_stressreactie': [90.80808080808082], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [3.1299999999999955], 'Temperatuurschommeling': [-1.0899999999999999]}","{25: array([0.01043333]), 39: array([0.77020202])}",11.956667992486395
444.47,11.956667992486395,"{'fysiologische_stressreactie': [90.80808080808082], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [3.1299999999999955], 'Temperatuurschommeling': [-1.0899999999999999]}","{25: array([0.01043333]), 39: array([0.77020202])}",11.956667992486395
446.48,13.674035144566103,"{'fysiologische_stressreactie': [90.80808080808082], 'BewegingSport': [0], 'Roken': [3.0600000000000023], 'Cafeïne': [6.230000000000018], 'Temperatuurschommeling': [1.6999999999999993]}","{25: array([0.02076667]), 39: array([0.77020202])}",13.674035144566103
448.51,13.589560328858203,"{'fysiologische_stressreactie': [91.55555555555556], 'BewegingSport': [0], 'Roken': [3.0600000000000023], 'Cafeïne': [6.230000000000018], 'Temperatuurschommeling': [1.6999999999999993]}","{25: array([0.02076667]), 39: array([0.78888889])}",13.589560328858203
450.54,15.28104455394951,"{'fysiologische_stressreactie': [91.55555555555556], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [9.550000000000011], 'Temperatuurschommeling': [2.4400000000000013]}","{25: array([0.03183333]), 39: array([0.78888889])}",15.28104455394951
452.56,17.16258687515058,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [7.222222222222223], 'Roken': [1], 'Cafeïne': [13.149999999999977], 'Temperatuurschommeling': [2.219999999999999]}","{25: array([0.04383333]), 39: array([0.75619658])}",17.16258687515058
454.57,17.16258687515058,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [7.222222222222223], 'Roken': [1], 'Cafeïne': [13.149999999999977], 'Temperatuurschommeling': [2.219999999999999]}","{25: array([0.04383333]), 39: array([0.75619658])}",17.16258687515058
456.6,35.3719622196418,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [7.222222222222223], 'Roken': [3.0500000000000114], 'Cafeïne': [-1], 'Temperatuurschommeling': [3.59]}","{34: array([0.29066667]), 39: array([0.75619658])}",35.3719622196418
458.63,10.128626886834235,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [7.222222222222223], 'Roken': [-1], 'Cafeïne': [-3.1100000000000136], 'Temperatuurschommeling': [1.6099999999999994]}",{39: array([0.75619658])},10.128626886834235
460.65,10.128626886834235,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [7.222222222222223], 'Roken': [-1], 'Cafeïne': [-3.1100000000000136], 'Temperatuurschommeling': [1.6099999999999994]}",{39: array([0.75619658])},10.128626886834235
462.69,9.97265288544358,"{'fysiologische_stressreactie': [92.22222222222223], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-6.949999999999989], 'Temperatuurschommeling': [1.5700000000000003]}",{39: array([0.80555556])},9.97265288544358
464.7,9.97265288544358,"{'fysiologische_stressreactie': [92.22222222222223], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-6.949999999999989], 'Temperatuurschommeling': [1.5700000000000003]}",{39: array([0.80555556])},9.97265288544358
466.71,9.97265288544358,"{'fysiologische_stressreactie': [92.22222222222223], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [-10.009999999999991], 'Temperatuurschommeling': [2.4200000000000017]}",{39: array([0.80555556])},9.97265288544358
468.73,10.747816115451974,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [-3.079999999999984], 'Cafeïne': [1], 'Temperatuurschommeling': [2.3500000000000014]}","{25: array([0.00333333]), 39: array([0.75619658])}",10.747816115451974
470.76,10.747816115451974,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [-3.079999999999984], 'Cafeïne': [1], 'Temperatuurschommeling': [2.3500000000000014]}","{25: array([0.00333333]), 39: array([0.75619658])}",10.747816115451974
472.79,12.427699077086976,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [7.222222222222223], 'Roken': [1], 'Cafeïne': [3.8500000000000227], 'Temperatuurschommeling': [-0.3200000000000003]}","{25: array([0.01283333]), 39: array([0.75619658])}",12.427699077086976
474.82,12.427699077086976,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [7.222222222222223], 'Roken': [1], 'Cafeïne': [3.8500000000000227], 'Temperatuurschommeling': [-0.3200000000000003]}","{25: array([0.01283333]), 39: array([0.75619658])}",12.427699077086976
476.83,20.980398697214525,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [6.850000000000023], 'Temperatuurschommeling': [2.780000000000001]}","{25: array([0.02283333]), 34: array([0.07466667]), 39: array([0.75619658])}",20.980398697214525
478.87,33.55667483791241,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-1], 'Temperatuurschommeling': [3.4299999999999997]}","{34: array([0.248]), 39: array([0.75619658])}",33.55667483791241
480.88,33.55667483791241,"{'fysiologische_stressreactie': [90.24786324786325], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-1], 'Temperatuurschommeling': [3.4299999999999997]}","{34: array([0.248]), 39: array([0.75619658])}",33.55667483791241
482.9,17.442131541162535,"{'fysiologische_stressreactie': [92.22222222222223], 'BewegingSport': [0], 'Roken': [3.7900000000000205], 'Cafeïne': [-3.8000000000000114], 'Temperatuurschommeling': [2.6799999999999997]}","{34: array([0.048]), 39: array([0.80555556])}",17.442131541162535
484.92,17.442131541162535,"{'fysiologische_stressreactie': [92.22222222222223], 'BewegingSport': [0], 'Roken': [3.7900000000000205], 'Cafeïne': [-3.8000000000000114], 'Temperatuurschommeling': [2.6799999999999997]}","{34: array([0.048]), 39: array([0.80555556])}",17.442131541162535
486.94,28.155372292720397,"{'fysiologische_stressreactie': [92.22222222222223], 'BewegingSport': [0], 'Roken': [6.930000000000007], 'Cafeïne': [1], 'Temperatuurschommeling': [3.1000000000000014]}","{25: array([0.00333333]), 34: array([0.16]), 39: array([0.80555556])}",28.155372292720397
488.97,27.9688734231978,"{'fysiologische_stressreactie': [92.22222222222223], 'BewegingSport': [0], 'Roken': [10.0], 'Cafeïne': [-1], 'Temperatuurschommeling': [3.09]}","{34: array([0.15733333]), 39: array([0.80555556])}",27.9688734231978
490.99,27.9688734231978,"{'fysiologische_stressreactie': [92.22222222222223], 'BewegingSport': [0], 'Roken': [10.0], 'Cafeïne': [-1], 'Temperatuurschommeling': [3.09]}","{34: array([0.15733333]), 39: array([0.80555556])}",27.9688734231978
493.01,9.933605664488015,"{'fysiologische_stressreactie': [92.77777777777777], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [-3.759999999999991], 'Temperatuurschommeling': [-0.5100000000000016]}",{39: array([0.81944444])},9.933605664488015
495.04,9.933605664488015,"{'fysiologische_stressreactie': [92.77777777777777], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [-3.759999999999991], 'Temperatuurschommeling': [-0.5100000000000016]}",{39: array([0.81944444])},9.933605664488015
497.08,25.210594765956333,"{'fysiologische_stressreactie': [92.77777777777777], 'BewegingSport': [0], 'Roken': [1], 'Cafeïne': [-6.920000000000016], 'Temperatuurschommeling': [2.960000000000001]}","{34: array([0.12266667]), 39: array([0.81944444])}",25.210594765956333
499.11,10.6332305063194,"{'fysiologische_stressreactie': [91.55555555555556], 'BewegingSport': [0], 'Roken': [3.069999999999993], 'Cafeïne': [1], 'Temperatuurschommeling': [2.3099999999999987]}","{25: array([0.00333333]), 39: array([0.78888889])}",10.6332305063194
501.14,10.6332305063194,"{'fysiologische_stressreactie': [91.55555555555556], 'BewegingSport': [0], 'Roken': [3.069999999999993], 'Cafeïne': [1], 'Temperatuurschommeling': [2.3099999999999987]}","{25: array([0.00333333]), 39: array([0.78888889])}",10.6332305063194
503.14,9.933605664488015,"{'fysiologische_stressreactie': [92.77777777777777], 'BewegingSport': [0], 'Roken': [6.899999999999977], 'Cafeïne': [-1], 'Temperatuurschommeling': [-0.05999999999999872]}",{39: array([0.81944444])},9.933605664488015
505.17,9.933605664488015,"{'fysiologische_stressreactie': [92.77777777777777], 'BewegingSport': [0], 'Roken': [6.899999999999977], 'Cafeïne': [-1], 'Temperatuurschommeling': [-0.05999999999999872]}",{39: array([0.81944444])},9.933605664488015
507.2,10.5379447806874,"{'fysiologische_stressreactie': [92.77777777777777], 'BewegingSport': [0], 'Roken': [-1], 'Cafeïne': [1], 'Temperatuurschommeling': [2.0500000000000007]}","{25: array([0.00333333]), 39: array([0.81944444])}",10.5379447806874
